0.19089,-0.071927,0.020094,0.042246,0.25455,-0.10393,0.83085,-0.0080109,-3.35,-0.064952,-5
0.17544,-0.073037,0.044856,0.085985,0.36496,-0.15622,0.93532,-0.0042845,1,-0.19699,-14
0.21806,0.11865,0.027924,0.040008,0.30132,0.17602,0.801,0.012076,-3.1,-0.048964,3.5
0.14943,-0.09341,0.025384,0.05869,0.26652,-0.16834,0.85572,-0.0017252,-3.05,-0.12523,-9.5
0.29488,0.094235,0.040285,0.043488,0.44544,0.13972,0.83085,-0.0026319,-4.75,0.033157,4
0.14476,-0.015621,0.033441,0.067512,0.21814,-0.044327,0.81592,-0.020786,-4.9,-0.082599,-9.5
0.11138,-0.0050955,0.045865,0.090226,0.20978,0.026928,0.81592,0.036525,6.35,-0.1115,16.5
0.13292,0.038467,0.038918,0.079193,0.22733,0.033532,0.85572,-0.032257,2.2,-0.054794,-7.5
0.21042,0.015533,0.035379,0.078667,0.27693,0.049923,0.88557,0.029481,-1.2,-0.056396,5.5
0.16972,-0.077038,0.047894,0.0881,0.29542,-0.16755,0.87562,-0.033454,2,-0.13463,-10
0.24902,0.13996,0.036976,0.099478,0.30974,0.11594,0.8607,-0.058154,3.7,0.049267,-1.5
0.15654,-0.093473,0.039369,0.038444,0.25761,-0.1589,0.801,-0.0050703,-3.85,-0.11767,-7.5
0.19045,-0.027987,0.039073,0.062331,0.27284,-0.025343,0.99005,0.014751,3.75,-0.08401,7
0.1721,0.0034737,0.039331,0.07492,0.28456,0.016983,0.95025,0.011239,4,-0.12007,11.5
0.12665,-0.13036,0.04787,0.057118,0.24018,-0.20641,0.87065,0.040808,2.55,-0.13169,6.5
0.14341,-0.093432,0.042018,0.048511,0.26181,-0.18187,0.80597,-0.011301,-5,-0.14878,-8.5
0.15958,-0.10121,0.038565,0.068661,0.28188,-0.20362,0.8408,-0.024834,2.25,-0.12773,-8
0.17502,-0.04375,0.034541,0.096829,0.32679,-0.061773,0.99502,0.019916,3.5,-0.15758,13
0.35112,0.013699,0.023417,0.098751,0.48072,-0.01853,0.9403,-0.037285,3.85,-0.021076,-3.5
0.22387,0.082189,0.041105,0.10318,0.47317,0.13225,0.89055,-0.041465,-3.6,-0.2563,-8.5
0.20271,0.050881,0.023546,0.056596,0.30101,0.071448,0.9801,-0.0041047,4.75,0.050627,-4.5
0.26564,0.085283,0.049046,0.059498,0.3477,0.085687,0.9801,-0.025943,0,-0.048106,-3
0.16722,0.12599,0.04393,0.065102,0.28502,0.17433,0.83085,-0.040413,-2.95,-0.1191,-5
0.23827,0.040307,0.015651,0.09073,0.46532,0.097176,0.87065,0.018461,0,-0.21036,8.5
0.15895,0.1122,0.017262,0.069257,0.22131,0.17061,0.9801,0.014378,-1.35,-0.064437,7
0.19305,-0.022756,0.044269,0.095825,0.40844,-0.03236,0.94527,0.015787,-2.05,-0.18472,11.5
0.26857,0.051112,0.018827,0.065094,0.43527,0.090452,0.86567,0.0076138,-3.45,-0.10457,5.5
0.22621,0.085732,0.033642,0.07985,0.33558,0.14947,0.93035,0.022282,0,-0.11236,7
0.16731,-0.025953,0.021085,0.03235,0.22051,-0.028016,0.83085,0.0061887,3.1,-0.04728,5
0.20365,-0.12664,0.020175,0.047835,0.30418,-0.17946,0.88557,0.0096978,1.85,-0.11317,5
0.16637,0.059297,0.045057,0.10101,0.35881,0.14519,0.93035,0.017304,3.1,-0.20207,15
0.15236,0.032012,0.039908,0.10843,0.30929,0.014234,0.8408,-0.050752,-5.25,-0.16961,-12.5
0.33302,-0.00035463,0.023113,0.065666,0.48049,-0.0090268,0.97015,-0.0085151,-2.5,-0.14558,-5
0.2348,0.049376,0.047107,0.044542,0.33837,0.061302,0.91542,-0.0098516,4.15,0.046122,-2.5
0.32015,-0.11387,0.048278,0.074782,0.44153,-0.19042,0.85572,-0.033382,3.9,-0.040846,-3.5
0.21525,-0.079813,0.044114,0.10293,0.35691,-0.076868,0.83582,0.055472,3.6,-0.13509,5.5
0.10603,-0.0086595,0.025048,0.11347,0.26752,-0.065994,0.82587,-0.044146,-7.35,-0.18054,-22
0.18626,0.033062,0.040986,0.09821,0.37167,0.088363,0.88557,0.022388,3.7,-0.19203,12.5
0.30966,0.029762,0.04474,0.054871,0.4869,0.032107,0.80597,-0.014689,-1.8,-0.14796,-4
0.23749,0.12244,0.037529,0.10741,0.49211,0.20781,0.91045,-0.045908,-2.35,-0.26919,-8
0.26727,0.034834,0.047676,0.094831,0.49557,0.02617,0.83582,-0.03842,1.35,-0.17626,-5.5
0.22726,-0.036948,0.028838,0.1193,0.46629,-0.13256,0.83085,-0.056747,1.95,-0.21477,-8
0.11501,0.0036462,0.026398,0.086718,0.21519,-0.014871,0.8806,-0.021693,-5.25,-0.10571,-17.5
0.16638,0.0083683,0.030781,0.079603,0.23241,-0.017655,0.9005,-0.029345,-4,-0.068083,-7.5
0.24599,-0.11465,0.017007,0.086651,0.33336,-0.18242,0.98507,-0.027053,-2.4,-0.090013,-5
0.26225,-0.07062,0.026624,0.11077,0.47473,-0.16039,0.9403,-0.032552,3.9,-0.16109,-8
0.18473,-0.046822,0.018669,0.10725,0.27136,-0.11279,0.88557,-0.044017,-2,-0.08387,-7.5
